"","DOWNLOAD.DATE","IDENTIFIER","LATEST.ADMISSION.DATE","RACE","GENDER","AGE","BOND.AMOUNT","OFFENSE","FACILITY","DETAINER","max_bail","min_bail","earliest","earliest2","latest","duration1","duration2","for_filter","prior","current","quantile"
"91",2016-07-01,"ZZEHJSRR","05/12/2016","BLACK","M",51,149200,"ASSAULT ON POLICE OR FIRE OFFICER     CF","HARTFORD CC","NONE",149200,149100,2016-07-01,2016-05-12,NA,NA,NA,"ZZEHJSRRASSAULT ON POLICE OR FIRE OFFICER     CF","in prior to July 1","still in",4
"92",2016-07-01,"ZZEHLEHL","05/09/2016","WHITE","M",47,40000,"ASSAULT, THIRD DEGREE                 AM","BRIDGEPORT CC","NONE",40000,40000,2016-07-01,2016-05-09,2016-10-24,115,168,"ZZEHLEHLASSAULT, THIRD DEGREE                 AM","in prior to July 1","out",3
"93",2016-07-01,"ZZEHRHCC","02/01/2016","BLACK","F",52,100000,"ROBBERY, FIRST DEGREE                 BF","YORK CI","NONE",100000,100000,2016-07-01,2016-02-01,2016-07-25,24,175,"ZZEHRHCCROBBERY, FIRST DEGREE                 BF","in prior to July 1","out",3
"94",2016-07-01,"ZZEHRSSL","01/22/2016","BLACK","M",47,80000,"BURGLARY, THIRD DEGREE                DF","HARTFORD CC","NONE",80000,80000,2016-07-01,2016-01-22,2016-07-18,17,178,"ZZEHRSSLBURGLARY, THIRD DEGREE                DF","in prior to July 1","out",3
"95",2016-07-01,"ZZEHSCBE","03/03/2016","HISPANIC","M",49,75500,"BURGLARY, THIRD DEGREE                DF","BRIDGEPORT CC","NONE",75500,75500,2016-07-01,2016-03-03,2016-07-15,14,134,"ZZEHSCBEBURGLARY, THIRD DEGREE                DF","in prior to July 1","out",3
"96",2016-07-01,"ZZEHSCJE","06/27/2016","WHITE","M",48,1000,"ASSAULT 3RD DEGREE, VICTIM OVER 59    AM","NEW HAVEN CC","NONE",1000,1000,2016-07-01,2016-06-27,2016-07-01,0,4,"ZZEHSCJEASSAULT 3RD DEGREE, VICTIM OVER 59    AM","in prior to July 1","out",1
"97",2016-07-01,"ZZEHSCSB","06/21/2016","BLACK","M",48,61000,"INTERFERING WITH AN OFFICER           AM","GARNER","NONE",61000,50000,2016-07-01,2016-06-21,2016-08-19,49,59,"ZZEHSCSBINTERFERING WITH AN OFFICER           AM","in prior to July 1","out",3
"98",2016-07-01,"ZZEHSWHR","06/14/2016","WHITE","M",50,20000,"ASSAULT, THIRD DEGREE                 AM","NEW HAVEN CC","NONE",20100,20000,2016-07-01,2016-06-14,2016-09-19,80,97,"ZZEHSWHRASSAULT, THIRD DEGREE                 AM","in prior to July 1","out",2
"99",2016-07-01,"ZZEHWSZB","03/17/2016","WHITE","M",47,40000,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",40000,40000,2016-07-01,2016-03-17,2016-07-21,20,126,"ZZEHWSZBCRIM VIOL OF PROTECTIVE ORDER         DF","in prior to July 1","out",3
"100",2016-07-01,"ZZEHWWHZ","05/26/2016","WHITE","M",47,85000,"DRUG PARAPHERNALIA IN DRUG FACTORY     F","NEW HAVEN CC","STATE OF CT",85500,85000,2016-07-01,2016-05-26,2016-08-19,49,85,"ZZEHWWHZDRUG PARAPHERNALIA IN DRUG FACTORY     F","in prior to July 1","out",3
"101",2016-07-01,"ZZEHZHJH","09/15/2015","BLACK","M",51,200000,"SEXUAL ASSAULT, FIRST DEGREE           F","NEW HAVEN CC","NONE",200000,200000,2016-07-01,2015-09-15,NA,NA,NA,"ZZEHZHJHSEXUAL ASSAULT, FIRST DEGREE           F","in prior to July 1","still in",4
"102",2016-07-01,"ZZEHZSBC","01/19/2016","HISPANIC","M",60,100000,"INJURY OR RISK OF INJURY TO MINOR      F","HARTFORD CC","NONE",100000,100000,2016-07-01,2016-01-19,2016-11-08,130,294,"ZZEHZSBCINJURY OR RISK OF INJURY TO MINOR      F","in prior to July 1","out",3
"103",2016-07-01,"ZZEJBHWS","10/08/2015","WHITE","M",43,125050,"BURGLARY, THIRD DEGREE                DF","BRIDGEPORT CC","NONE",125050,125050,2016-07-01,2015-10-08,2016-07-29,28,295,"ZZEJBHWSBURGLARY, THIRD DEGREE                DF","in prior to July 1","out",4
"104",2016-07-01,"ZZEJCCSR","03/16/2016","WHITE","M",45,56000,"REG PERSON WHO COMM OFF AGAINST MINOR DF","HARTFORD CC","NONE",56000,56000,2016-07-01,2016-03-16,2016-07-06,5,112,"ZZEJCCSRREG PERSON WHO COMM OFF AGAINST MINOR DF","in prior to July 1","out",3
"105",2016-07-01,"ZZEJCSZH","01/11/2016","BLACK","M",46,30000,"INTERFERING WITH AN OFFICER           AM","OSBORN CI","NONE",30000,30000,2016-07-01,2016-01-11,2016-07-01,0,172,"ZZEJCSZHINTERFERING WITH AN OFFICER           AM","in prior to July 1","out",2
"106",2016-07-01,"ZZEJCZBH","03/14/2016","HISPANIC","M",49,185500,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",185500,185500,2016-07-01,2016-03-14,2016-10-21,112,221,"ZZEJCZBHVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",4
"107",2016-07-01,"ZZEJESHR","05/19/2016","BLACK","M",42,150000,"CRIMINAL POSSESSION OF A PISTOL       DF","HARTFORD CC","NONE",150000,150000,2016-07-01,2016-05-19,2016-10-07,98,141,"ZZEJESHRCRIMINAL POSSESSION OF A PISTOL       DF","in prior to July 1","out",4
"108",2016-07-01,"ZZEJEZRR","04/01/2016","HISPANIC","M",43,200000,"POSSESSION OF NARCOTICS","HARTFORD CC","NONE",200000,200000,2016-07-01,2016-04-01,2016-08-04,34,125,"ZZEJEZRRPOSSESSION OF NARCOTICS","in prior to July 1","out",4
"109",2016-07-01,"ZZEJEZZS","02/26/2016","HISPANIC","M",47,85200,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",85200,85200,2016-07-01,2016-02-26,2016-07-01,0,126,"ZZEJEZZSVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",3
"110",2016-07-01,"ZZEJHCZL","12/10/2015","WHITE","M",42,75000,"SEXUAL ASSAULT, FIRST DEGREE           F","BRIDGEPORT CC","NONE",75000,75000,2016-07-01,2015-12-10,2016-09-19,80,284,"ZZEJHCZLSEXUAL ASSAULT, FIRST DEGREE           F","in prior to July 1","out",3
"111",2016-07-01,"ZZEJHHRS","06/13/2016","WHITE","M",45,185000,"FAILURE TO APPEAR, FIRST DEGREE       DF","HARTFORD CC","NONE",185050,99050,2016-07-01,2016-06-13,2016-10-14,105,123,"ZZEJHHRSFAILURE TO APPEAR, FIRST DEGREE       DF","in prior to July 1","out",4
"112",2016-07-01,"ZZEJJBHH","06/06/2016","WHITE","M",51,11000,"POSSESSION OF NARCOTICS","NEW HAVEN CC","NONE",12000,11000,2016-07-01,2016-06-06,2016-08-18,48,73,"ZZEJJBHHPOSSESSION OF NARCOTICS","in prior to July 1","out",2
"113",2016-07-01,"ZZEJJERC","06/13/2016","BLACK","M",41,90050,"ARREST WARRANT","NEW HAVEN CC","OTHER STATE",90050,90050,2016-07-01,2016-06-13,2016-07-26,25,43,"ZZEJJERCARREST WARRANT","in prior to July 1","out",3
"114",2016-07-01,"ZZEJJHRC","06/10/2016","WHITE","M",42,30500,"FAILURE TO APPEAR, FIRST DEGREE       DF","CORRIGAN CI","NONE",30500,30000,2016-07-01,2016-06-10,2016-08-19,49,70,"ZZEJJHRCFAILURE TO APPEAR, FIRST DEGREE       DF","in prior to July 1","out",2
"115",2016-07-01,"ZZEJLEWC","11/18/2015","BLACK","M",43,100000,"CRIMINAL POSSESSION OF A PISTOL       DF","BRIDGEPORT CC","NONE",100000,100000,2016-07-01,2015-11-18,NA,NA,NA,"ZZEJLEWCCRIMINAL POSSESSION OF A PISTOL       DF","in prior to July 1","still in",3
"116",2016-07-01,"ZZEJLHJW","03/07/2016","WHITE","M",42,200100,"HOME INVASION                         AF","HARTFORD CC","NONE",200100,200000,2016-07-01,2016-03-07,2016-11-15,137,253,"ZZEJLHJWHOME INVASION                         AF","in prior to July 1","out",4
"117",2016-07-01,"ZZEJLRZZ","06/08/2016","BLACK","M",48,25300,"ROBBERY, SECOND DEGREE                CF","NEW HAVEN CC","NONE",25300,25300,2016-07-01,2016-06-08,2016-08-19,49,72,"ZZEJLRZZROBBERY, SECOND DEGREE                CF","in prior to July 1","out",2
"118",2016-07-01,"ZZEJLSBW","03/28/2016","BLACK","M",46,200000,"REG PERSON WHO COMM OFF AGAINST MINOR DF","BRIDGEPORT CC","NONE",200000,200000,2016-07-01,2016-03-28,2016-08-19,49,144,"ZZEJLSBWREG PERSON WHO COMM OFF AGAINST MINOR DF","in prior to July 1","out",4
"119",2016-07-01,"ZZEJRCRR","06/21/2016","WHITE","M",63,35000,"VIOLATION OF PROBATION OR COND DISCHG","OSBORN CI","NONE",35000,35000,2016-07-01,2016-06-21,2016-09-19,80,90,"ZZEJRCRRVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"120",2016-07-01,"ZZEJSCEL","01/06/2016","BLACK","M",50,100000,"BURGLARY, SECOND DEGREE               CF","BRIDGEPORT CC","NONE",100000,100000,2016-07-01,2016-01-06,2016-08-19,49,226,"ZZEJSCELBURGLARY, SECOND DEGREE               CF","in prior to July 1","out",3
"121",2016-07-01,"ZZEJSEES","06/23/2016","HISPANIC","M",48,25000,"ASSAULT, THIRD DEGREE                 AM","HARTFORD CC","NONE",25000,25000,2016-07-01,2016-06-23,2016-07-19,18,26,"ZZEJSEESASSAULT, THIRD DEGREE                 AM","in prior to July 1","out",2
"122",2016-07-01,"ZZEJWERZ","03/21/2016","WHITE","M",53,96500,"BURGLARY, FIRST DEGREE                BF","CORRIGAN CI","NONE",96500,96500,2016-07-01,2016-03-21,2016-11-09,131,233,"ZZEJWERZBURGLARY, FIRST DEGREE                BF","in prior to July 1","out",3
"123",2016-07-01,"ZZEJWLLB","03/10/2016","HISPANIC","M",42,230000,"ASSAULT 3RD DEGREE, VICTIM OVER 59    AM","NEW HAVEN CC","NONE",230000,230000,2016-07-01,2016-03-10,2016-07-13,12,125,"ZZEJWLLBASSAULT 3RD DEGREE, VICTIM OVER 59    AM","in prior to July 1","out",4
"124",2016-07-01,"ZZEJWLRR","06/09/2016","WHITE","M",48,1250000,"MURDER                                AF","NORTHERN CI","NONE",1250000,1250000,2016-07-01,2016-06-09,NA,NA,NA,"ZZEJWLRRMURDER                                AF","in prior to July 1","still in",4
"125",2016-07-01,"ZZEJWWWB","02/25/2016","BLACK","M",42,300500,"53A021","HARTFORD CC","NONE",300500,300500,2016-07-01,2016-02-25,2017-01-03,186,313,"ZZEJWWWB53A021","in prior to July 1","out",4
"126",2016-07-01,"ZZEJWZWC","05/23/2016","WHITE","M",54,56100,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",56100,5000,2016-07-01,2016-05-23,2016-09-19,80,119,"ZZEJWZWCCRIM VIOL OF PROTECTIVE ORDER         DF","in prior to July 1","out",3
"127",2016-07-01,"ZZEJZBSL","01/27/2016","HISPANIC","M",58,91500,"CRIMINAL POSSESSION OF A PISTOL       DF","NEW HAVEN CC","NONE",91500,91500,2016-07-01,2016-01-27,2016-07-06,5,161,"ZZEJZBSLCRIMINAL POSSESSION OF A PISTOL       DF","in prior to July 1","out",3
"128",2016-07-01,"ZZEJZWBW","04/18/2016","WHITE","M",54,41000,"STRANGULATION 2ND DEGREE              DF","CORRIGAN CI","NONE",41000,41000,2016-07-01,2016-04-18,2016-10-19,110,184,"ZZEJZWBWSTRANGULATION 2ND DEGREE              DF","in prior to July 1","out",3
"129",2016-07-01,"ZZELBBJZ","05/09/2016","BLACK","M",53,500000,"ASSAULT, SECOND DEGREE                DF","NORTHERN CI","NONE",500000,50000,2016-07-01,2016-05-09,NA,NA,NA,"ZZELBBJZASSAULT, SECOND DEGREE                DF","in prior to July 1","still in",4
"130",2016-07-01,"ZZELBHSH","02/05/2016","WHITE","M",45,50000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",50000,50000,2016-07-01,2016-02-05,2016-08-04,34,181,"ZZELBHSHVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",3
"131",2016-07-01,"ZZELBRER","06/06/2016","BLACK","M",45,35000,"CRIM VIOL OF PROTECTIVE ORDER         AM","HARTFORD CC","NONE",60000,35000,2016-07-01,2016-06-06,2016-08-19,49,74,"ZZELBRERCRIM VIOL OF PROTECTIVE ORDER         AM","in prior to July 1","out",2
"132",2016-07-01,"ZZELBSJS","06/17/2016","BLACK","M",53,10000,"SALE OF NARC/AMPHET BY NON-DEPENDENT   F","HARTFORD CC","NONE",10000,10000,2016-07-01,2016-06-17,2016-07-15,14,28,"ZZELBSJSSALE OF NARC/AMPHET BY NON-DEPENDENT   F","in prior to July 1","out",1
"133",2016-07-01,"ZZELBSZB","03/04/2016","BLACK","M",44,20001,"LARCENY, THIRD DEGREE                 DF","BRIDGEPORT CC","NONE",20001,20001,2016-07-01,2016-03-04,2016-08-17,47,166,"ZZELBSZBLARCENY, THIRD DEGREE                 DF","in prior to July 1","out",2
"134",2016-07-01,"ZZELCZJH","05/10/2016","BLACK","M",46,20001,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",20001,20001,2016-07-01,2016-05-10,2016-08-12,42,94,"ZZELCZJHVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"135",2016-07-01,"ZZELECBJ","06/07/2016","WHITE","M",50,10000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",10000,10000,2016-07-01,2016-06-07,2016-07-14,13,37,"ZZELECBJVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",1
"136",2016-07-01,"ZZELEEBB","04/19/2016","BLACK","M",47,85000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",85000,85000,2016-07-01,2016-04-19,2016-08-19,49,122,"ZZELEEBBVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",3
"137",2016-07-01,"ZZELEJSZ","04/26/2016","HISPANIC","M",46,32000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",32000,12000,2016-07-01,2016-04-26,2016-12-30,182,248,"ZZELEJSZVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"138",2016-07-01,"ZZELESCL","03/28/2016","HISPANIC","M",55,110000,"REG PERSON WHO COMM SEX VIOL OFF      DF","HARTFORD CC","NONE",110000,110000,2016-07-01,2016-03-28,2016-08-04,34,129,"ZZELESCLREG PERSON WHO COMM SEX VIOL OFF      DF","in prior to July 1","out",4
"139",2016-07-01,"ZZELHHCL","06/17/2016","WHITE","M",47,500,"CRIMINAL TRESPASS, FIRST DEGREE       AM","CORRIGAN CI","NONE",500,500,2016-07-01,2016-06-17,2016-08-19,49,63,"ZZELHHCLCRIMINAL TRESPASS, FIRST DEGREE       AM","in prior to July 1","out",1
"140",2016-07-01,"ZZELHWCH","12/22/2015","BLACK","M",45,150000,"LARCENY, SECOND DEGREE                CF","BRIDGEPORT CC","NONE",150000,150000,2016-07-01,2015-12-22,2016-08-09,39,231,"ZZELHWCHLARCENY, SECOND DEGREE                CF","in prior to July 1","out",4
"141",2016-07-01,"ZZELJHWC","05/19/2016","HISPANIC","M",46,35000,"CRIM VIOL OF PROTECTIVE ORDER         DF","BRIDGEPORT CC","NONE",35000,35000,2016-07-01,2016-05-19,2016-07-01,0,43,"ZZELJHWCCRIM VIOL OF PROTECTIVE ORDER         DF","in prior to July 1","out",2
"142",2016-07-01,"ZZELJWEL","06/20/2016","HISPANIC","M",44,50000,"CRIMINAL MISCHIEF, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",50000,50000,2016-07-01,2016-06-20,2016-12-01,153,164,"ZZELJWELCRIMINAL MISCHIEF, FIRST DEGREE       DF","in prior to July 1","out",3
"143",2016-07-01,"ZZELLHEL","06/17/2016","BLACK","M",49,505,"BURGLARY, SECOND DEGREE               CF","BRIDGEPORT CC","NONE",505,505,2016-07-01,2016-06-17,2016-08-16,46,60,"ZZELLHELBURGLARY, SECOND DEGREE               CF","in prior to July 1","out",1
"144",2016-07-01,"ZZELLZEL","06/17/2016","WHITE","M",55,70000,"LARCENY, SECOND DEGREE                CF","NEW HAVEN CC","NONE",70000,70000,2016-07-01,2016-06-17,2016-07-19,18,32,"ZZELLZELLARCENY, SECOND DEGREE                CF","in prior to July 1","out",3
"145",2016-07-01,"ZZELREJW","12/21/2015","WHITE","M",47,150200,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",150700,150200,2016-07-01,2015-12-21,NA,NA,NA,"ZZELREJWVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","still in",4
"146",2016-07-01,"ZZELSBLR","05/23/2016","BLACK","M",56,50500,"LARCENY, THIRD DEGREE                 DF","HARTFORD CC","NONE",50500,50000,2016-07-01,2016-05-23,2016-11-02,124,163,"ZZELSBLRLARCENY, THIRD DEGREE                 DF","in prior to July 1","out",3
"147",2016-07-01,"ZZELSJJL","04/07/2016","BLACK","F",52,80000,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","YORK CI","NONE",80000,80000,2016-07-01,2016-04-07,2016-08-08,38,123,"ZZELSJJLSALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","in prior to July 1","out",3
"148",2016-07-01,"ZZELSZLJ","06/20/2016","BLACK","M",54,5000,"OPERATING UNDER SUSPENDED LIC OR REG.  M","HARTFORD CC","NONE",5000,5000,2016-07-01,2016-06-20,2016-07-15,14,25,"ZZELSZLJOPERATING UNDER SUSPENDED LIC OR REG.  M","in prior to July 1","out",1
"149",2016-07-01,"ZZELWRES","05/13/2016","HISPANIC","M",47,36500,"LARCENY, SIXTH DEGREE                 CM","HARTFORD CC","NONE",36500,36500,2016-07-01,2016-05-13,2016-09-13,74,123,"ZZELWRESLARCENY, SIXTH DEGREE                 CM","in prior to July 1","out",3
"150",2016-07-01,"ZZELWWER","06/06/2016","WHITE","F",45,8000,"LARCENY, FIFTH DEGREE                 BM","YORK CI","NONE",8000,8000,2016-07-01,2016-06-06,2016-07-06,5,30,"ZZELWWERLARCENY, FIFTH DEGREE                 BM","in prior to July 1","out",1
"151",2016-07-01,"ZZELZEJZ","05/31/2016","WHITE","M",47,5500,"THREATENING                           AM","NEW HAVEN CC","NONE",5500,5500,2016-07-01,2016-05-31,2016-08-01,31,62,"ZZELZEJZTHREATENING                           AM","in prior to July 1","out",1
"152",2016-07-01,"ZZERBJSR","03/28/2016","WHITE","M",49,50000,"INTIMIDATION BSD BIGOTRY/BIAS         DF","HARTFORD CC","NONE",50000,50000,2016-07-01,2016-03-28,2016-07-18,17,112,"ZZERBJSRINTIMIDATION BSD BIGOTRY/BIAS         DF","in prior to July 1","out",3
"153",2016-07-01,"ZZERCERH","05/10/2016","WHITE","M",63,50000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",50000,25000,2016-07-01,2016-05-10,2016-08-16,46,98,"ZZERCERHVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",3
"154",2016-07-01,"ZZEREERS","02/02/2016","WHITE","M",50,15000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",15000,15000,2016-07-01,2016-02-02,2016-09-15,76,226,"ZZEREERSVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"155",2016-07-01,"ZZERHBBS","04/18/2016","BLACK","M",51,201000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","STATE OF CT",201000,201000,2016-07-01,2016-04-18,2016-08-19,49,123,"ZZERHBBSVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",4
"156",2016-07-01,"ZZERHHWB","06/02/2016","HISPANIC","M",61,50000,"CRIMINAL TRESPASS, FIRST DEGREE       AM","HARTFORD CC","NONE",50000,50000,2016-07-01,2016-06-02,2016-07-11,10,39,"ZZERHHWBCRIMINAL TRESPASS, FIRST DEGREE       AM","in prior to July 1","out",3
"157",2016-07-01,"ZZERHZES","06/16/2016","WHITE","M",53,5000,"ASSAULT, THIRD DEGREE                 AM","CORRIGAN CI","NONE",5000,5000,2016-07-01,2016-06-16,2016-08-19,49,64,"ZZERHZESASSAULT, THIRD DEGREE                 AM","in prior to July 1","out",1
"158",2016-07-01,"ZZERJBRR","09/25/2015","WHITE","M",53,250000,"ROBBERY, FIRST DEGREE                 BF","CORRIGAN CI","NONE",250000,250000,2016-07-01,2015-09-25,2016-08-19,49,329,"ZZERJBRRROBBERY, FIRST DEGREE                 BF","in prior to July 1","out",4
"159",2016-07-01,"ZZERJHLH","05/18/2016","BLACK","M",54,20000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",20000,20000,2016-07-01,2016-05-18,2016-07-08,7,51,"ZZERJHLHVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"160",2016-07-01,"ZZERJLHH","06/22/2016","BLACK","M",54,1000,"THREATENING                           AM","NEW HAVEN CC","NONE",1000,1000,2016-07-01,2016-06-22,2016-08-11,41,50,"ZZERJLHHTHREATENING                           AM","in prior to July 1","out",1
"161",2016-07-01,"ZZERJZLS","06/27/2016","BLACK","M",56,11500,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",20000,11500,2016-07-01,2016-06-27,2016-09-12,73,77,"ZZERJZLSCRIM VIOL OF PROTECTIVE ORDER         DF","in prior to July 1","out",2
"162",2016-07-01,"ZZERLZCB","04/27/2016","BLACK","M",50,100000,"SALE OF HEROIN, COC BY NON-DEPENDENT","BRIDGEPORT CC","NONE",100000,100000,2016-07-01,2016-04-27,2016-08-19,49,114,"ZZERLZCBSALE OF HEROIN, COC BY NON-DEPENDENT","in prior to July 1","out",3
"163",2016-07-01,"ZZERRHLC","06/06/2016","BLACK","M",57,25000,"CARRYING OR SALE OF DANGEROUS WEAPON","BRIDGEPORT CC","NONE",25000,25000,2016-07-01,2016-06-06,2016-08-19,49,74,"ZZERRHLCCARRYING OR SALE OF DANGEROUS WEAPON","in prior to July 1","out",2
"164",2016-07-01,"ZZERRSRL","06/02/2016","BLACK","M",49,110000,"ASSAULT, FIRST DEGREE                 BF","HARTFORD CC","NONE",110000,110000,2016-07-01,2016-06-02,2016-08-12,42,71,"ZZERRSRLASSAULT, FIRST DEGREE                 BF","in prior to July 1","out",4
"165",2016-07-01,"ZZERRZSR","06/21/2016","BLACK","M",55,12500,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",12500,12500,2016-07-01,2016-06-21,2016-07-01,0,10,"ZZERRZSRVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"166",2016-07-01,"ZZERSHHW","12/21/2015","BLACK","M",49,75000,"BURGLARY, SECOND DEGREE               CF","NEW HAVEN CC","NONE",85000,75000,2016-07-01,2015-12-21,NA,NA,NA,"ZZERSHHWBURGLARY, SECOND DEGREE               CF","in prior to July 1","still in",3
"167",2016-07-01,"ZZERWEJS","11/17/2015","HISPANIC","M",50,7500,"LARCENY, FIRST DEGREE                 BF","BRIDGEPORT CC","NONE",7500,7500,2016-07-01,2015-11-17,2016-08-19,49,276,"ZZERWEJSLARCENY, FIRST DEGREE                 BF","in prior to July 1","out",1
"168",2016-07-01,"ZZERWLWE","06/22/2016","BLACK","M",55,75000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",75000,75000,2016-07-01,2016-06-22,2016-12-15,167,176,"ZZERWLWEVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",3
"169",2016-07-01,"ZZERZBZE","06/20/2016","HISPANIC","M",49,10000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",10000,10000,2016-07-01,2016-06-20,2016-08-18,48,59,"ZZERZBZEVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",1
"170",2016-07-01,"ZZERZSZB","03/17/2016","WHITE","M",53,20000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",20000,20000,2016-07-01,2016-03-17,2016-07-28,27,133,"ZZERZSZBVIOLATION OF PROBATION OR COND DISCHG","in prior to July 1","out",2
"171",2016-07-01,"ZZESBHCH","06/27/2016","HISPANIC","M",46,25500,"INJURY OR RISK OF INJURY TO MINOR      F","BRIDGEPORT CC","NONE",25500,25500,2016-07-01,2016-06-27,2016-08-01,31,35,"ZZESBHCHINJURY OR RISK OF INJURY TO MINOR      F","in prior to July 1","out",2
"172",2016-07-01,"ZZESBHCJ","01/05/2016","WHITE","M",48,100000,"DRUG PARAPHERNALIA IN DRUG FACTORY     F","NEW HAVEN CC","NONE",100000,100000,2016-07-01,2016-01-05,NA,NA,NA,"ZZESBHCJDRUG PARAPHERNALIA IN DRUG FACTORY     F","in prior to July 1","still in",3
"173",2016-07-01,"ZZESBHRW","11/25/2015","HISPANIC","M",46,750200,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","NORTHERN CI","NONE",750200,750200,2016-07-01,2015-11-25,2016-10-05,96,315,"ZZESBHRWSALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","in prior to July 1","out",4
"174",2016-07-01,"ZZESBRWB","05/06/2016","BLACK","M",62,20000,"BURGLARY, SECOND DEGREE               CF","BRIDGEPORT CC","NONE",20000,20000,2016-07-01,2016-05-06,2016-09-15,76,132,"ZZESBRWBBURGLARY, SECOND DEGREE               CF","in prior to July 1","out",2
"175",2016-07-01,"ZZESBSJC","05/31/2016","BLACK","M",45,80000,"BURGLARY, THIRD DEGREE                DF","HARTFORD CC","NONE",98000,15000,2016-07-01,2016-05-31,2017-01-03,186,217,"ZZESBSJCBURGLARY, THIRD DEGREE                DF","in prior to July 1","out",3
"176",2016-07-01,"ZZESBZBE","01/13/2016","WHITE","M",46,193000,"BURGLARY, THIRD DEGREE                DF","BRIDGEPORT CC","NONE",193000,193000,2016-07-01,2016-01-13,2016-07-27,26,196,"ZZESBZBEBURGLARY, THIRD DEGREE                DF","in prior to July 1","out",4
